skim_type,skim_variable,n_missing,complete_rate,character.min,character.max,character.empty,character.n_unique,character.whitespace,numeric.mean,numeric.sd,numeric.p0,numeric.p25,numeric.p50,numeric.p75,numeric.p100,numeric.hist
character,tackle_with_assist_2_player_id,1098570,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
character,tackle_with_assist_2_player_name,1098570,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
character,tackle_with_assist_2_team,1098570,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
character,pass_defense_1_player_id,1042237,0.05127848020608605,10,10,0,3379,0,NA,NA,NA,NA,NA,NA,NA,NA
character,pass_defense_1_player_name,1042236,0.05127939048035168,4,19,0,3197,0,NA,NA,NA,NA,NA,NA,NA,NA
character,pass_defense_2_player_id,1096864,0.0015529278971754268,10,10,0,996,0,NA,NA,NA,NA,NA,NA,NA,NA
character,pass_defense_2_player_name,1096864,0.0015529278971754268,5,19,0,963,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumbled_1_team,1081551,0.01549195772686307,2,3,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumbled_1_player_id,1081555,0.015488316629800547,10,10,0,2696,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumbled_1_player_name,1081555,0.015488316629800547,5,19,0,2517,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumbled_2_player_id,1098456,1.0377126628258182e-4,10,10,0,111,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumbled_2_player_name,1098456,1.0377126628258182e-4,5,12,0,110,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumbled_2_team,1098456,1.0377126628258182e-4,2,3,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumble_recovery_1_team,1082877,0.014284934050629472,2,3,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumble_recovery_1_player_id,1082887,0.014275831307973053,10,10,0,5004,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumble_recovery_1_player_name,1082887,0.014275831307973053,5,19,0,4398,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumble_recovery_2_team,1098447,1.1196373467325937e-4,2,3,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumble_recovery_2_player_id,1098447,1.1196373467325937e-4,10,10,0,120,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fumble_recovery_2_player_name,1098447,1.1196373467325937e-4,5,13,0,118,0,NA,NA,NA,NA,NA,NA,NA,NA
character,sack_player_id,1073024,0.023253866389943312,10,10,0,2582,0,NA,NA,NA,NA,NA,NA,NA,NA
character,sack_player_name,1072977,0.023296649280428183,4,19,0,2488,0,NA,NA,NA,NA,NA,NA,NA,NA
character,half_sack_1_player_id,1096089,0.002258390453043546,10,10,0,1118,0,NA,NA,NA,NA,NA,NA,NA,NA
character,half_sack_1_player_name,1096089,0.002258390453043546,5,18,0,1084,0,NA,NA,NA,NA,NA,NA,NA,NA
character,half_sack_2_player_id,1096089,0.002258390453043546,10,10,0,1094,0,NA,NA,NA,NA,NA,NA,NA,NA
character,half_sack_2_player_name,1096089,0.002258390453043546,5,19,0,1063,0,NA,NA,NA,NA,NA,NA,NA,NA
character,return_team,971115,0.11601900652666652,2,3,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA
character,penalty_team,1021292,0.07034417469983711,2,3,0,32,0,NA,NA,NA,NA,NA,NA,NA,NA
character,penalty_player_id,1024660,0.06727837097317424,10,47,0,7741,0,NA,NA,NA,NA,NA,NA,NA,NA
character,penalty_player_name,1024735,0.06721010040325148,5,19,0,6791,0,NA,NA,NA,NA,NA,NA,NA,NA
character,replay_or_challenge_result,1090418,0.007420555813466567,6,8,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA
character,penalty_type,1021527,0.07013026024741253,7,38,0,69,0,NA,NA,NA,NA,NA,NA,NA,NA
character,safety_player_name,1098320,2.275685664090421e-4,4,15,0,217,0,NA,NA,NA,NA,NA,NA,NA,NA
character,safety_player_id,1098325,2.230171950808879e-4,10,47,0,224,0,NA,NA,NA,NA,NA,NA,NA,NA
character,series_result,248,0.9997742519821222,4,17,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA
character,start_time,91628,0.916593389588283,7,8,0,48,0,NA,NA,NA,NA,NA,NA,NA,NA
character,time_of_day,157093,0.8570022847884068,7,8,0,62195,0,NA,NA,NA,NA,NA,NA,NA,NA
character,stadium,569653,0.48145953375752115,3,35,0,149,0,NA,NA,NA,NA,NA,NA,NA,NA
character,weather,563302,0.4872406856185769,22,123,0,2682,0,NA,NA,NA,NA,NA,NA,NA,NA
character,nfl_api_id,91628,0.916593389588283,36,36,0,5619,0,NA,NA,NA,NA,NA,NA,NA,NA
character,play_clock,409460,0.6272790991925867,1,2,0,47,0,NA,NA,NA,NA,NA,NA,NA,NA
character,play_type_nfl,91848,0.916393129249843,4,11,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA
character,st_play_type,1097598,8.847865861983939e-4,7,7,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
character,end_clock_time,893921,0.1862867181881901,4,5,0,902,0,NA,NA,NA,NA,NA,NA,NA,NA
character,end_yard_line,249182,0.7731760379402314,2,7,0,2240,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fixed_drive_result,556,0.9994938875083063,4,17,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA
character,drive_real_start_time,1098570,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
character,drive_time_of_possession,14081,0.9871824280655762,4,5,0,675,0,NA,NA,NA,NA,NA,NA,NA,NA
character,drive_start_transition,18201,0.9834320980911548,4,19,0,29,0,NA,NA,NA,NA,NA,NA,NA,NA
character,drive_end_transition,50801,0.9537571570314136,4,19,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA
character,drive_game_clock_start,14081,0.9871824280655762,4,5,0,1500,0,NA,NA,NA,NA,NA,NA,NA,NA
character,drive_game_clock_end,14081,0.9871824280655762,4,5,0,1500,0,NA,NA,NA,NA,NA,NA,NA,NA
character,drive_start_yard_line,16021,0.9854164959902418,0,6,241,1614,0,NA,NA,NA,NA,NA,NA,NA,NA
character,drive_end_yard_line,16021,0.9854164959902418,0,6,241,1634,0,NA,NA,NA,NA,NA,NA,NA,NA
character,location,0,1,4,7,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA
character,roof,4387,0.9960066267966539,4,8,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA
character,surface,0,1,5,10,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA
character,home_coach,0,1,7,20,0,151,0,NA,NA,NA,NA,NA,NA,NA,NA
character,away_coach,0,1,7,20,0,151,0,NA,NA,NA,NA,NA,NA,NA,NA
character,stadium_id,0,1,5,5,0,59,0,NA,NA,NA,NA,NA,NA,NA,NA
character,game_stadium,0,1,8,35,0,94,0,NA,NA,NA,NA,NA,NA,NA,NA
character,passer,616172,0.4391144851943891,5,16,0,737,0,NA,NA,NA,NA,NA,NA,NA,NA
character,rusher,771805,0.2974457704106247,5,18,0,2248,0,NA,NA,NA,NA,NA,NA,NA,NA
character,receiver,669086,0.3909482327025132,4,18,0,2722,0,NA,NA,NA,NA,NA,NA,NA,NA
character,passer_id,616172,0.4391144851943891,10,10,0,765,0,NA,NA,NA,NA,NA,NA,NA,NA
character,rusher_id,771806,0.29744486013635907,10,10,0,2456,0,NA,NA,NA,NA,NA,NA,NA,NA
character,receiver_id,669086,0.3909482327025132,10,10,0,3088,0,NA,NA,NA,NA,NA,NA,NA,NA
character,name,289407,0.7365602556050138,5,18,0,2325,0,NA,NA,NA,NA,NA,NA,NA,NA
character,id,289408,0.7365593453307482,10,10,0,2538,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fantasy_player_name,381375,0.6528441519429804,5,18,0,3442,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fantasy_player_id,381375,0.6528441519429804,10,10,0,3587,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fantasy,326758,0.7025606015092347,4,18,0,3342,0,NA,NA,NA,NA,NA,NA,NA,NA
character,fantasy_id,326759,0.7025596912349691,10,10,0,3764,0,NA,NA,NA,NA,NA,NA,NA,NA
numeric,play_id,0,1,NA,NA,NA,NA,NA,2084.4356254039344,1219.3576690394557,1,1036,2066,3102,5921,▇▇▇▃▁
numeric,week,0,1,NA,NA,NA,NA,NA,9.522483774361215,5.284186738284365,1,5,10,14,22,▇▆▆▆▁
numeric,yardline_100,85487,0.922183383853555,NA,NA,NA,NA,NA,49.03448977033471,24.905220727748304,1,30,51,70,99,▅▆▆▇▃
numeric,quarter_seconds_remaining,1199,0.9989085811555022,NA,NA,NA,NA,NA,416.734325036838,282.64536464321304,0,150,400,663,900,▇▅▅▅▆
numeric,half_seconds_remaining,1199,0.9989085811555022,NA,NA,NA,NA,NA,815.5808409371124,558.844159835077,0,287,806,1296,1800,▇▅▅▅▅
numeric,game_seconds_remaining,1199,0.9989085811555022,NA,NA,NA,NA,NA,1714.1759377639833,1058.2081334837549,0,801,1800,2607,3600,▇▆▇▆▆
numeric,quarter_end,0,1,NA,NA,NA,NA,NA,0.01757557552090445,0.13140277920743262,0,0,0,0,1,▇▁▁▁▁
numeric,drive,14081,0.9871824280655762,NA,NA,NA,NA,NA,12.280475873890838,7.123816430268896,1,6,12,18,38,▇▇▇▂▁
numeric,sp,0,1,NA,NA,NA,NA,NA,0.07154209563341436,0.2577283155762031,0,0,0,0,1,▇▁▁▁▁
numeric,qtr,0,1,NA,NA,NA,NA,NA,2.5646176392947195,1.1313198255404997,1,2,3,4,6,▇▃▅▁▁
numeric,down,184365,0.8321772850159753,NA,NA,NA,NA,NA,2.0047494817901894,1.0067423782563265,1,1,2,3,4,▇▆▁▃▂
numeric,goal_to_go,13,0.9999881664345467,NA,NA,NA,NA,NA,0.04769165368751918,0.21311311831669968,0,0,0,0,1,▇▁▁▁▁
numeric,ydstogo,0,1,NA,NA,NA,NA,NA,7.136612141238155,4.9257457058179615,0,3,9,10,50,▇▁▁▁▁
numeric,ydsnet,14081,0.9871824280655762,NA,NA,NA,NA,NA,38.70946777698989,28.730318595751015,-39,12,37,65,99,▁▇▇▇▅
numeric,yards_gained,50525,0.9540083927287292,NA,NA,NA,NA,NA,3.9359645816734976,7.807584532205186,-38,0,0,6,99,▁▇▁▁▁
numeric,shotgun,0,1,NA,NA,NA,NA,NA,0.2984989577359661,0.45759973839118473,0,0,0,1,1,▇▁▁▁▃
numeric,no_huddle,0,1,NA,NA,NA,NA,NA,0.043568457176147136,0.20413300724484748,0,0,0,0,1,▇▁▁▁▁
numeric,qb_dropback,50328,0.9541877167590596,NA,NA,NA,NA,NA,0.4362780731930223,0.4959231297944922,0,0,0,1,1,▇▁▁▁▆
numeric,qb_kneel,0,1,NA,NA,NA,NA,NA,0.00735046469501261,0.08541921332781825,0,0,0,0,1,▇▁▁▁▁
numeric,qb_spike,0,1,NA,NA,NA,NA,NA,0.0015210682978781499,0.03897122055563391,0,0,0,0,1,▇▁▁▁▁
numeric,qb_scramble,0,1,NA,NA,NA,NA,NA,0.014260356645457247,0.1185622691649317,0,0,0,0,1,▇▁▁▁▁
numeric,air_yards,804184,0.267971999963589,NA,NA,NA,NA,NA,8.308679760586442,10.100947914566389,-93,2,6,13,78,▁▁▇▃▁
numeric,yards_after_catch,915119,0.1669907243052332,NA,NA,NA,NA,NA,5.121536541092717,7.023980347723798,-72,1,3,7,91,▁▁▇▁▁
numeric,kick_distance,964499,0.1220413810681158,NA,NA,NA,NA,NA,41.25097895890983,15.058408894839559,-2,31,41,53,88,▁▇▇▆▁
numeric,home_timeouts_remaining,0,1,NA,NA,NA,NA,NA,2.5088369425707966,0.7915343388518676,-1,2,3,3,3,▁▁▁▃▇
numeric,away_timeouts_remaining,0,1,NA,NA,NA,NA,NA,2.4807158396824964,0.813320107324933,0,2,3,3,3,▁▁▁▃▇
numeric,timeout,50525,0.9540083927287292,NA,NA,NA,NA,NA,0.04347332414161605,0.20392016552278353,0,0,0,0,1,▇▁▁▁▁
numeric,posteam_timeouts_remaining,74782,0.931927869867191,NA,NA,NA,NA,NA,2.5355298167198677,0.7704586202045379,-1,2,3,3,3,▁▁▁▂▇
numeric,defteam_timeouts_remaining,74782,0.931927869867191,NA,NA,NA,NA,NA,2.5542592802416126,0.7423333886351559,-1,2,3,3,3,▁▁▁▂▇
numeric,total_home_score,0,1,NA,NA,NA,NA,NA,11.808507423286635,10.161861231134086,0,3,10,17,62,▇▅▁▁▁
numeric,total_away_score,0,1,NA,NA,NA,NA,NA,10.394369043392777,9.571924926888174,0,3,7,17,59,▇▃▁▁▁
numeric,posteam_score,75540,0.9312378819738387,NA,NA,NA,NA,NA,10.229523083389541,9.55150831293642,0,0,7,17,62,▇▃▁▁▁
numeric,defteam_score,75540,0.9312378819738387,NA,NA,NA,NA,NA,11.41926434219915,10.011129519281944,0,3,10,17,62,▇▅▁▁▁
numeric,score_differential,75540,0.9312378819738387,NA,NA,NA,NA,NA,-1.1897412588096141,10.834589890553639,-59,-7,0,4,59,▁▂▇▁▁
numeric,posteam_score_post,74782,0.931927869867191,NA,NA,NA,NA,NA,10.472527515462184,9.629131505015522,0,3,7,17,62,▇▃▁▁▁
numeric,defteam_score_post,74782,0.931927869867191,NA,NA,NA,NA,NA,11.424630880612003,10.018617374348864,0,3,10,17,62,▇▅▁▁▁
numeric,score_differential_post,74782,0.931927869867191,NA,NA,NA,NA,NA,-0.9521033651498161,10.915129362273541,-59,-7,0,6,59,▁▂▇▁▁
numeric,no_score_prob,0,1,NA,NA,NA,NA,NA,0.1318170844272374,0.2041972997826963,0,0.006777436123229563,0.03241235762834549,0.17009594291448593,1,▇▁▁▁▁
numeric,opp_fg_prob,0,1,NA,NA,NA,NA,NA,0.0900442372636615,0.07039615565190616,0,0.02218738803640008,0.08674044534564018,0.14487330988049507,0.42820701003074646,▇▆▂▁▁
numeric,opp_safety_prob,0,1,NA,NA,NA,NA,NA,0.0024300688393332974,0.005656309098386118,0,4.499515416682698e-4,0.0013044169172644615,0.002646706940140575,0.3727701008319855,▇▁▁▁▁
numeric,opp_td_prob,0,1,NA,NA,NA,NA,NA,0.13686450993658264,0.11023031029440622,0,0.030053429771214724,0.12771396338939667,0.22834347561001778,0.5410013794898987,▇▅▅▁▁
numeric,fg_prob,0,1,NA,NA,NA,NA,NA,0.2320199917491022,0.16120988501708008,0,0.14781925082206726,0.21269237995147705,0.2992970049381256,0.9976794235436337,▇▇▂▁▁
numeric,safety_prob,0,1,NA,NA,NA,NA,NA,0.0026556686697281505,0.002310675572790794,0,0.001050723367370665,0.0024312720634043217,0.003875198948662728,0.3445877730846405,▇▁▁▁▁
numeric,td_prob,0,1,NA,NA,NA,NA,NA,0.2910022321016449,0.174859975956561,0,0.1884789690375328,0.3141609728336334,0.39814645051956177,0.9335877299308777,▅▇▅▁▁
numeric,extra_point_prob,0,1,NA,NA,NA,NA,NA,0.02504230941374404,0.1535238490465528,0,0,0,0,0.9963630685616458,▇▁▁▁▁
numeric,two_point_conversion_prob,0,1,NA,NA,NA,NA,NA,8.469442092902586e-4,0.02000777681298465,0,0,0,0,0.4735,▇▁▁▁▁
numeric,ep,17843,0.9837579762782527,NA,NA,NA,NA,NA,1.687473113671753,1.7057576445967129,-3.8036762471310794,0.4870520166296046,1.4019992728717625,2.8423898457549512,6.593665642023552,▁▃▇▅▁
numeric,epa,18018,0.9835986782817663,NA,NA,NA,NA,NA,-0.007954446230637966,1.2560468088794987,-13.58485902735265,-0.5379002675181255,-0,0.5221822524326853,9.579868719680235,▁▁▇▃▁
numeric,total_home_epa,0,1,NA,NA,NA,NA,NA,0.24846134966507072,12.107505734241665,-63.419816149475174,-6.520948685618038,0.1629172118846327,7.009262653625,65.34455354430793,▁▂▇▁▁
numeric,total_away_epa,0,1,NA,NA,NA,NA,NA,-0.22035254191216969,12.12565119448133,-65.34455354430793,-6.986512561861116,-0.1464349998728821,6.554438007757298,73.00163108506858,▁▂▇▁▁
numeric,total_home_rush_epa,0,1,NA,NA,NA,NA,NA,-0.06469372946176401,5.308144641341979,-32.110373332952676,-2.927859448711388,0,2.827283695190957,33.16040635136608,▁▁▇▁▁
numeric,total_away_rush_epa,0,1,NA,NA,NA,NA,NA,0.06469372946176401,5.308144641341979,-33.16040635136608,-2.827283695190957,0,2.927859448711388,32.110373332952676,▁▁▇▁▁
numeric,total_home_pass_epa,0,1,NA,NA,NA,NA,NA,-0.1637843757034343,10.596039297207732,-60.38258939230582,-6.080178061468196,0,5.74475710087931,53.981246434958145,▁▁▇▂▁
